year,release_date,title,genre,international_box_office,domestic_box_office,worldwide_box_office,production_budget,,opening_weekend,theatre_count,avg run per theatre,runtime,keywords,creative_type,url
2016,October 28th,"Anastasia - Royal Opera, London 2016/17",Concert/Performance,413670.00,n/a,413670.00,,,,,,,,Historical Fiction,https://www.the-numbers.com/movie/Anastasia-Royal-Opera-London-2016-17-(Ballet)-(UK)
2016,October 28th,Ae Dil Hai Mushkil,Drama,22510584.00,4264983.00,26775567.00,,,2191280.00,302,2.70,158,Wedding Day,Contemporary Fiction,https://www.the-numbers.com/movie/Ae-Dil-Hai-Mushkil-(India)
2016,October 27th,Walking to School,,59850.00,n/a,59850.00,,,,,,85,,,https://www.the-numbers.com/movie/Walking-to-School-(China)
2016,October 28th,Burn Burn Burn,Comedy,19923.00,n/a,19923.00,,,,,,96,,Contemporary Fiction,https://www.the-numbers.com/movie/Burn-Burn-Burn-(UK)-(2016)
2016,October 27th,Miguel Mirra: Un artesano,Documentary,,n/a,,,,,,,95,,Factual,https://www.the-numbers.com/movie/Miguel-Mirra-Un-artesano-(Argentina)-(2016)
2016,October 27th,Existir sin vos. Una noche con Charly GarcÃƒÂ­a,Documentary,,n/a,,,,,,,65,,Factual,https://www.the-numbers.com/movie/Existir-sin-vos-Una-noche-con-Charly-Garcia-(Argentina)-(2016)
2016,October 27th,Recovery,Horror,,n/a,,,,,,,82,High School,Contemporary Fiction,https://www.the-numbers.com/movie/Recovery-(2016)
2016,October 26th,Portret van een tuin,Documentary,,7914.00,,,,,,,98,Food,Factual,https://www.the-numbers.com/movie/Portret-van-een-tuin-(Netherlands)
2016,October 27th,Hartenstrijd,Comedy,1509967.00,n/a,1509967.00,,,,,,93,,Contemporary Fiction,https://www.the-numbers.com/movie/Hartenstrijd-(Netherlands)
2016,October 24th,Spices of Liberty,Drama,,13463.00,,,,6625.00,1,1.50,96,Immigration,Contemporary Fiction,https://www.the-numbers.com/movie/Spices-of-Liberty
2016,October 24th,Seupeulrit,Drama,8491292.00,n/a,8491292.00,,,,,,121,,Contemporary Fiction,https://www.the-numbers.com/movie/Seupeulrit-(S-Korea)
2016,October 24th,Leaves of the Tree,Drama,,n/a,,,,,,,96,,Contemporary Fiction,https://www.the-numbers.com/movie/Leaves-of-the-Tree
2016,October 27th,In guerra per amore,Drama,4166265.00,n/a,4166265.00,,,,,,99,,Contemporary Fiction,https://www.the-numbers.com/movie/In-guerra-per-amore-(Italy)
2016,October 24th,Hide and Never Seek,Horror,1924647.00,n/a,1924647.00,,,,,,88,,Contemporary Fiction,https://www.the-numbers.com/movie/Hon-Sum-(S-Korea)
2016,October 28th,Mr. Donkey,Comedy,25048315.00,356255.00,25404570.00,,,86931.00,20,2.70,111,Teachers,Contemporary Fiction,https://www.the-numbers.com/movie/Mr-Donkey-(China)
2018,October 5th,Ãƒï¿½nimas,Horror,4101.00,n/a,4101.00,,,,,,83,,Contemporary Fiction,https://www.the-numbers.com/movie/Animas-(Spain)(2018)
2016,November 4th,Doctor Strange,Action,443712561.00,232641920.00,676354481.00,165000000.00,,85058311.00,3882,6.30,115,Marvel Comics,Super Hero,https://www.the-numbers.com/movie/Doctor-Strange-(2016)
2018,October 5th,AladÃ¢â‚¬â„¢2,Comedy,20917377.00,n/a,20917377.00,,,,,,98,,Fantasy,https://www.the-numbers.com/movie/Alad2-(France)(2018)
2018,October 5th,Andhadhun,Multiple Genres,47514534.00,1193049.00,48707583.00,,,278677.00,56,4.80,139,Blindness,Contemporary Fiction,https://www.the-numbers.com/movie/Andhadhun-(India)(2018)
2016,May 5th,Three Generations,Drama,511817.00,155936.00,667753.00,,,18131.00,6,1.50,87,Dysfunctional Family,Contemporary Fiction,https://www.the-numbers.com/movie/Three-Generations
2016,October 21st,Yi Xing He Zu De Wang Shi,Romantic Comedy,65032.00,n/a,65032.00,,,,,,92,,,https://www.the-numbers.com/movie/Yi-Xing-He-Zu-De-Wang-Shi-(China)-(2016)
2018,October 5th,Les affamÃƒÂ©s,Thriller/Suspense,41288.00,n/a,41288.00,,,,,,104,,Science Fiction,https://www.the-numbers.com/movie/affames-Les-(Canada)-(2018)
2018,October 5th,Afsar,Drama,107561.00,n/a,107561.00,,,,,,127,,Contemporary Fiction,https://www.the-numbers.com/movie/Afsar-(India)(2018)
2018,October 5th,Amin,Drama,397144.00,n/a,397144.00,,,,,,91,,,https://www.the-numbers.com/movie/Amin-(France)
2018,October 5th,16 levers de soleil,Documentary,104117.00,n/a,104117.00,,,,,,117,,Factual,https://www.the-numbers.com/movie/16-levers-de-soleil-(France)-(2018)
2018,October 18th,Waldheims Walzer,Documentary,,n/a,,,,,,,93,World War II,Factual,https://www.the-numbers.com/movie/Waldheims-Walzer-(Austria)-(2018)
2018,October 5th,96,Drama,134812.00,n/a,134812.00,,,,,,158,,Contemporary Fiction,https://www.the-numbers.com/movie/96-(India)(2018)
2018,November 30th,Werk ohne Autor,Thriller/Suspense,7745204.00,1303747.00,9048951.00,1400000.00,,,1,4.30,189,Romance,Dramatization,https://www.the-numbers.com/movie/Werk-ohne-Autor-(Germany)-(2018)
2018,October 4th,Stray,Drama,99445.00,n/a,99445.00,,,,,,104,,Contemporary Fiction,https://www.the-numbers.com/movie/Stray-(New-Zealand)
2018,October 4th,Un nemico che ti vuole bene,Comedy,381668.00,n/a,381668.00,,,,,,97,,Contemporary Fiction,https://www.the-numbers.com/movie/nemico-che-ti-vuole-bene-Un-(Italy)-(2018)
2018,October 4th,Na rayone,Drama,1204830.00,n/a,1204830.00,,,,,,95,,Dramatization,https://www.the-numbers.com/movie/Na-rayone-(Russia)-(2018)
2018,October 4th,Il bene mio,Drama,157032.00,n/a,157032.00,,,,,,94,,,https://www.the-numbers.com/movie/Il-bene-mio-(Italy)-(2018)
2018,October 4th,Non ÃƒÂ¨ vero ma ci credo,Comedy,98938.00,n/a,98938.00,,,,,,92,,,https://www.the-numbers.com/movie/Non-e-vero-ma-ci-credo-(Italy)-(2018)
2018,October 4th,Kislota,Drama,329405.00,n/a,329405.00,,,,,,97,,Contemporary Fiction,https://www.the-numbers.com/movie/Kislota-(Russia)-(2018)
2018,October 3rd,Over the Limit,Documentary,,3243.00,,,,,,,74,Gymnastics,Factual,https://www.the-numbers.com/movie/Over-the-Limit-(Poland)
2018,October 3rd,The Movie Drive Head Tomica Hyper Rescue,Action,48119.00,n/a,48119.00,,,,,,58,,Science Fiction,https://www.the-numbers.com/movie/Movie-Drive-Head-Tomica-Hyper-Rescue-The-(Japan)-(2018)
2018,October 4th,Super Bear,Adventure,695621.00,n/a,695621.00,,,,,,85,,Kids Fiction,https://www.the-numbers.com/movie/Super-Bear-(China)(2018)
2018,October 3rd,Amsusalin,Drama,29433930.00,n/a,29433930.00,,,,,,110,,Contemporary Fiction,https://www.the-numbers.com/movie/Amsusalin-(South-Korea)-(2018)
2018,October 3rd,Chris the Swiss,Documentary,,n/a,,,,,,,90,,Factual,https://www.the-numbers.com/movie/Chris-the-Swiss-(Switzerland)
2018,October 3rd,Moynihan,Documentary,,31971.00,,,,4416.00,1,2.50,104,Biography,Factual,https://www.the-numbers.com/movie/Moynihan-(Documentary)-(2018)
2017,October 6th,Morir,Drama,40460.00,n/a,40460.00,,,,,,104,,Contemporary Fiction,https://www.the-numbers.com/movie/Morir-(Spain)
2017,October 6th,Met Opera: Norma,Concert/Performance,1274090.00,n/a,1274090.00,,,,,,,,Historical Fiction,https://www.the-numbers.com/movie/Met-Opera-Norma-(2017)
2017,October 6th,El mensajero,Documentary,1594.00,n/a,1594.00,,,,,,102,,Factual,https://www.the-numbers.com/movie/mensajero-El-(Argentina)
2017,October 6th,Kervan 1915,Drama,4426.00,n/a,4426.00,,,,,,130,,Historical Fiction,https://www.the-numbers.com/movie/Kervan-1915-(Turkey)
2017,October 6th,The Little Vampire,Adventure,7512272.00,n/a,7512272.00,,,,,,83,,Kids Fiction,https://www.the-numbers.com/movie/Little-Vampire-The-(UK)
2017,October 6th,Kaip SusigrÃ„â€¦Ã…Â¾inti jÃ„â€¦ per 7 Dienas,Comedy,549605.00,n/a,549605.00,,,,,,90,,Contemporary Fiction,https://www.the-numbers.com/movie/Kaip-susigrazinti-ja-per-7-dienas-(Lithuania)
2017,December 22nd,Happy End,Drama,2015194.00,293163.00,2308357.00,,,23091.00,3,7.60,107,Infidelity,Contemporary Fiction,https://www.the-numbers.com/movie/Happy-End-(France)
2017,October 6th,Great Great Great,Drama,,n/a,,,,,,,80,Relationships Gone Wrong,Contemporary Fiction,https://www.the-numbers.com/movie/Great-Great-Great-(Canada)-(2017)
2017,October 6th,Hans Zimmer: Live in Prague,Concert/Performance,338043.00,n/a,338043.00,,,,,,150,,,https://www.the-numbers.com/movie/Hans-Zimmer-Live-in-Prague-(UK)
2017,October 13th,Human Flow,Documentary,1254157.00,527845.00,1782002.00,,,45677.00,3,5.20,145,,Factual,https://www.the-numbers.com/movie/Human-Flow-(Germany)
2017,October 6th,Dyrene i Hakkebakkeskogen,Musical,334969.00,n/a,334969.00,,,,,,75,,Kids Fiction,https://www.the-numbers.com/movie/Dyrene-i-Hakkebakkeskogen-(Norway)
2017,October 6th,Dummie de Mummie en de tombe van Achnetoet,Adventure,1826317.00,n/a,1826317.00,,,,,,82,,Kids Fiction,https://www.the-numbers.com/movie/Dummie-de-Mummie-en-de-tombe-van-Achnetoet-(Netherlands)
2017,October 6th,The Florida Project,Drama,5371279.00,5904366.00,11275645.00,2000000.00,,156833.00,4,4.50,115,Set in Florida,Contemporary Fiction,https://www.the-numbers.com/movie/Florida-Project-The
2017,October 6th,DÃƒÂ¶rt KÃƒÂ¶Ã…Å¸e,Comedy,252656.00,n/a,252656.00,,,,,,117,,Contemporary Fiction,https://www.the-numbers.com/movie/Dort-Kose-(Turkey)
2017,October 6th,Generational Sins,Drama,,n/a,,,,,,,90,Early / Simultaneous Video-on-Demand release,Contemporary Fiction,https://www.the-numbers.com/movie/Generational-Sins
2017,October 6th,Dog Park,Drama,,n/a,,,,,,,,Romance,Contemporary Fiction,https://www.the-numbers.com/movie/Dog-Park-(2017)
2017,October 6th,Dementia 13,Horror,,n/a,,,,,,,83,Remake,Contemporary Fiction,https://www.the-numbers.com/movie/Dementia-13-(2017)
2017,October 6th,Dina,Documentary,6016.00,90491.00,96507.00,,,6015.00,1,3.30,103,Romance,Factual,https://www.the-numbers.com/movie/Dina-(2017)
2017,October 6th,DesearÃƒÂ¡s al hombre de tu hermana,Drama,416488.00,n/a,416488.00,,,,,,93,,Contemporary Fiction,https://www.the-numbers.com/movie/Desearas-al-hombre-de-tu-hermana-(Argentina)-(2017)
2017,October 6th,Cold Moon,Drama,,n/a,,,,,,,92,Early / Simultaneous Video-on-Demand release,Contemporary Fiction,https://www.the-numbers.com/movie/Cold-Moon
2017,October 6th,Dikkertje Dap,Adventure,2153891.00,n/a,2153891.00,,,,,,74,,Kids Fiction,https://www.the-numbers.com/movie/Dikkertje-Dap-(Netherlands)
2016,October 21st,While Aya was Sleeping,Drama,10212.00,n/a,10212.00,,,,,,88,,Contemporary Fiction,https://www.the-numbers.com/movie/While-Aya-was-Sleeping-(Bulgaria)
2016,October 21st,White Island,Comedy,23598.00,n/a,23598.00,,,,,,91,,Contemporary Fiction,https://www.the-numbers.com/movie/White-Island-(UK)
2016,October 21st,La Vida Inmoral de la Pareja Ideal,Comedy,1407701.00,n/a,1407701.00,,,,,,,,Contemporary Fiction,https://www.the-numbers.com/movie/Vida-Inmoral-de-la-Pareja-Ideal-La-(Mexico)
2016,October 21st,We are X,Documentary,3087216.00,45270.00,3132486.00,,,7526.00,1,2.80,95,Set in Japan,Factual,https://www.the-numbers.com/movie/We-are-X-(UK)
2016,October 21st,The Uncondemned,Documentary,,14393.00,,,,4353.00,1,2.50,86,Lawyers,Factual,https://www.the-numbers.com/movie/Uncondemned-The
2016,October 21st,The Remake,Comedy,,n/a,,,,,,,97,,Contemporary Fiction,https://www.the-numbers.com/movie/Remake-The
2016,October 21st,Tyler PerryÃ¢â‚¬â„¢s Boo! A Madea Halloween,Comedy,,73206343.00,,20000000.00,,28501448.00,2260,4.70,103,Directing Yourself,Contemporary Fiction,https://www.the-numbers.com/movie/Tyler-Perrys-Boo-A-Madea-Halloween
2016,October 21st,The Third Party,Romantic Comedy,30107.00,n/a,30107.00,,,,,,118,,Contemporary Fiction,https://www.the-numbers.com/movie/Third-Party-The-(Philippines)-(2016)
2016,October 21st,La Proxima piel,Drama,159020.00,n/a,159020.00,,,,,,103,,Contemporary Fiction,https://www.the-numbers.com/movie/Propera-Pell-La-(Spain)
2016,October 21st,The Pickle Recipe,Comedy,,n/a,,,,,,,97,Single Parent,Contemporary Fiction,https://www.the-numbers.com/movie/Pickle-Recipe-The
2016,October 21st,Willy 1er,,77400.00,n/a,77400.00,,,,,,82,,Contemporary Fiction,https://www.the-numbers.com/movie/Willy-1er-(France)-(2016)
2016,March 10th,This Beautiful Fantastic,Romantic Comedy,297066.00,n/a,297066.00,,,,,,100,Mental Illness,Contemporary Fiction,https://www.the-numbers.com/movie/This-Beautiful-Fantastic
2016,June 23rd,O OrnitÃƒÂ³logo,Drama,37208.00,50511.00,87719.00,,,6132.00,2,5.50,117,Set in Portugal,Contemporary Fiction,https://www.the-numbers.com/movie/Ornitologo-O-(Portugal)
2016,October 21st,La mirada del colibrÃƒÂ­,Documentary,477.00,n/a,477.00,,,,,,80,,Factual,https://www.the-numbers.com/movie/mirada-del-colibri-La-(Argentina)-(2016)
2016,October 21st,Ojala Vivas Tiempos Interesantes,Drama,3220.00,n/a,3220.00,,,,,,110,,Contemporary Fiction,https://www.the-numbers.com/movie/Ojala-Vivas-Tiempos-Interesantes-(Argentina)-(2016)
2016,October 21st,Sonita,Documentary,17168.00,n/a,17168.00,,,,,,90,,Factual,https://www.the-numbers.com/movie/Sonita-(Germany)-(2016)
2016,October 21st,Mean Dreams,Thriller/Suspense,15379.00,n/a,15379.00,,,,,,100,Child Abuse,Contemporary Fiction,https://www.the-numbers.com/movie/Mean-Dreams-(Canada)
2016,October 21st,Moonlight,Drama,37302208.00,27854931.00,65157139.00,1500000.00,,402075.00,4,6.90,111,Coming of Age,Historical Fiction,https://www.the-numbers.com/movie/Moonlight-(2016)
2016,October 21st,Met Opera Don Giovanni,Concert/Performance,395963.00,n/a,395963.00,,,,,,,,Historical Fiction,https://www.the-numbers.com/movie/Met-Opera-Don-Giovanni-(2016)
2016,July 28th,Mal de Pierres,Drama,5114004.00,48677.00,5162681.00,,,4473.00,2,2.40,116,1950s,Historical Fiction,https://www.the-numbers.com/movie/Mal-de-Pierres-(France)
2016,October 21st,Maldito Seas Waterfall!,Comedy,19245.00,n/a,19245.00,,,,,,71,,,https://www.the-numbers.com/movie/Maldito-Seas-Waterfall-(Argentina)-(2016)
2016,October 21st,Luz de Soledad,Drama,61293.00,n/a,61293.00,,,,,,107,,Factual,https://www.the-numbers.com/movie/Luz-de-Soledad-(Spain)
2016,October 21st,Leifeng Man,Action,84321.00,n/a,84321.00,,,,,,,,Fantasy,https://www.the-numbers.com/movie/Leifeng-Man-(China)-(2016)
2016,October 21st,Little Screen October,Multiple Genres,23800.00,n/a,23800.00,,,,,,70,,Kids Fiction,https://www.the-numbers.com/movie/Little-Screen-October-(UK)
2016,October 21st,Lakeeran,Drama,1284.00,n/a,1284.00,,,,,,113,,Contemporary Fiction,https://www.the-numbers.com/movie/Lakeeran-(India)-(2016)
2018,October 5th,Venom,Action,642569645.00,213511408.00,856081053.00,116000000.00,,80255756.00,4250,5.80,112,Parasite,Super Hero,https://www.the-numbers.com/movie/Venom-(2018)
2018,October 2nd,The Trump Prophecy,Drama,,n/a,,,,,,,120,,Dramatization,https://www.the-numbers.com/movie/Trump-Prophecy-The-(2018)
2018,October 1st,Gu Jian Qi Tan Zhi Liu Yue Zhao Ming,Action,20079528.00,n/a,20079528.00,,,,,,90,Martial Arts,Fantasy,https://www.the-numbers.com/movie/Gu-Jian-Qi-Tan-Zhi-Liu-Yue-Zhao-Ming-(China)(2018)
2018,October 1st,An Evil Tale,Horror,,n/a,,,,,,,,,Science Fiction,https://www.the-numbers.com/movie/Evil-Tale-An-(2018)
2018,October 1st,The Adventure of Afanti,Comedy,11440000.00,n/a,11440000.00,,,,,,85,,Kids Fiction,https://www.the-numbers.com/movie/Adventure-of-Afanti-The-(China)(2018)
2018,September 30th,Wu Shuang,Thriller/Suspense,186027770.00,n/a,186027770.00,,,,,,130,,Contemporary Fiction,https://www.the-numbers.com/movie/Wu-Shuang-(Hong-Kong)-(2018)
2018,October 2nd,The Power of Zero,Documentary,,n/a,,,,,,,75,,Factual,https://www.the-numbers.com/movie/Power-of-Zero-The-(2018)
2018,September 29th,Above and Beyond: NASAÃ¢â‚¬â„¢s Journey to Tomorrow,Documentary,,n/a,,,,,,,90,,Factual,https://www.the-numbers.com/movie/Above-and-Beyond-NASA-s-Journey-to-Tomorrow-(Documentary)-(2018)
2018,May 3rd,Jing Zhou,Action,90941185.00,521396.00,91462581.00,,,27474.00,4,3.50,116,Wuxia,Fantasy,https://www.the-numbers.com/movie/Jing-Zhou-(China)-(2018)
2018,September 29th,Halt: The Motion Picture,Drama,,n/a,,,,,,,110,,Contemporary Fiction,https://www.the-numbers.com/movie/Halt-The-Motion-Picture
2018,September 29th,Im Land meiner kinder,Documentary,,n/a,,,,,,,88,,Factual,https://www.the-numbers.com/movie/Im-Land-meiner-kinder-(Documentary)-(Germany)
2018,September 28th,Le vent tourne,Drama,58927.00,n/a,58927.00,,,,,,88,,Contemporary Fiction,https://www.the-numbers.com/movie/vent-tourne-Le-(France)-(2018)
2018,September 28th,Trico Tri: Happy Halloween,Comedy,,n/a,,,,,,,89,Family Movie,Contemporary Fiction,https://www.the-numbers.com/movie/Trico-Tri-Happy-Halloween-(2018)
2018,September 28th,Two for Joy,Drama,9150.00,n/a,9150.00,,,,,,90,,Contemporary Fiction,https://www.the-numbers.com/movie/Two-for-Joy-(UK)(2018)
2018,September 28th,Village Rockstars,Drama,,n/a,,,,,,,87,,Contemporary Fiction,https://www.the-numbers.com/movie/Village-Rockstars-(India)-(2018)
2018,January 11th,Touch Me Not,Documentary,26796.00,13782.00,40578.00,,,7903.00,1,1.00,125,Avant Garde,Factual,https://www.the-numbers.com/movie/Touch-Me-Not-(Romania)-(2018)
2018,September 28th,Todxs somos LÃƒÂ³pez. Donde empieza la vida y termina la muerte,Documentary,265.00,n/a,265.00,,,,,,89,,Factual,https://www.the-numbers.com/movie/Todxs-somos-Lopez-Donde-empieza-la-vida-y-termina-la-muerte-(Argentina)-(2018)
2018,September 28th,Summer '03,Comedy,,11746.00,,,,4174.00,2,1.70,95,Family Secrets,Historical Fiction,https://www.the-numbers.com/movie/Summer-03-(2018)
2018,September 28th,The System,Drama,,n/a,,,,,,,92,Direct-to-Video,Contemporary Fiction,https://www.the-numbers.com/movie/System-The-(2018)
2018,September 28th,Sui Dhaaga: Made in India,Romantic Comedy,342937.00,790628.00,1133565.00,,,581950.00,193,1.00,122,Set in India,,https://www.the-numbers.com/movie/Sui-Dhaaga-Made-in-India-(India)-(2018)
2018,September 28th,Sarkari Hiriya Prathamika Shaale,Drama,6517.00,n/a,6517.00,,,,,,122,,Contemporary Fiction,https://www.the-numbers.com/movie/Sarkari-Hiriya-Prathamika-Shaale-(India)-(2018)
2018,June 28th,Three Peaks,Drama,3314.00,16216.00,19530.00,,,1419.00,1,2.70,90,,Contemporary Fiction,https://www.the-numbers.com/movie/Three-Peaks-(Italy)-(2017)
2018,September 28th,Sangre blanca,Drama,32595.00,n/a,32595.00,,,,,,96,,,https://www.the-numbers.com/movie/Sangre-blanca-(Argentina)-(2018)
2017,October 6th,Chef,Drama,943158.00,n/a,943158.00,,,,,,133,Foreign-Language Remake,Contemporary Fiction,https://www.the-numbers.com/movie/Chef-(India)
2018,September 28th,Soft Cell: One Final Time,Concert/Performance,91966.00,n/a,91966.00,,,,,,160,,,https://www.the-numbers.com/movie/Soft-Cell-One-Final-Time-(UK)(2018)
2017,October 6th,Brawl in Cell Block 99,Drama,79208.00,n/a,79208.00,4000000.00,,,,,132,Troubled Pregnancy or Miscarriage,Contemporary Fiction,https://www.the-numbers.com/movie/Brawl-in-Cell-Block-99
2017,October 6th,Better Watch Out,Horror,168387.00,20369.00,188756.00,,,12569.00,25,1.20,99,Early / Simultaneous Video-on-Demand release,Contemporary Fiction,https://www.the-numbers.com/movie/Better-Watch-Out-(Australia)
2017,October 6th,Chocante,Comedy,350473.00,n/a,350473.00,,,,,,,,,https://www.the-numbers.com/movie/Chocante-(Brazil)-(2017)
2017,October 6th,Barracuda,Drama,,n/a,,,,,,,100,Texas,Contemporary Fiction,https://www.the-numbers.com/movie/Barracuda-(2017)
2017,October 6th,Call For Fun,Comedy,7466.00,n/a,7466.00,,,,,,126,,Contemporary Fiction,https://www.the-numbers.com/movie/Call-For-Fun-(India)
2017,October 6th,Bending the Arc,Documentary,26423.00,21906.00,48329.00,,,,,,102,Medical and Hospitals,Factual,https://www.the-numbers.com/movie/Bending-the-Arc
2017,October 6th,Axel 2: Adventures of the Spacekids,Adventure,7784033.00,n/a,7784033.00,,,,,,86,,Kids Fiction,https://www.the-numbers.com/movie/Axel-2-Adventures-of-the-Spacekids-(China)
2017,October 6th,Bailaras,Drama,36293.00,n/a,36293.00,,,,,,133,,Contemporary Fiction,https://www.the-numbers.com/movie/Bailaras-(India)
2017,October 6th,Architects of Denial,Documentary,,65424.00,,,,58472.00,11,1.00,102,Early / Simultaneous Video-on-Demand release,Factual,https://www.the-numbers.com/movie/Architects-of-Denial-(Documentary)
2017,October 6th,Ammore e Malavita,Romantic Comedy,1664524.00,n/a,1664524.00,,,,,,133,,Contemporary Fiction,https://www.the-numbers.com/movie/Ammore-e-malavita-(Italy)
2017,October 6th,2307: WinterÃ¢â‚¬â„¢s Dream,Action,,n/a,,,,,,,101,Assassination,Science Fiction,https://www.the-numbers.com/movie/2307-Winters-Dream
2017,October 6th,Al Berto,Drama,25109.00,n/a,25109.00,,,,,,109,,Historical Fiction,https://www.the-numbers.com/movie/Al-Berto-(Portugal)
2017,October 6th,Abundant Acreage Available,Drama,,n/a,,,,,,,80,Set in North Carolina,Contemporary Fiction,https://www.the-numbers.com/movie/Abundant-Acreage-Available
2017,October 6th,Babam,Drama,515309.00,n/a,515309.00,,,,,,130,,Contemporary Fiction,https://www.the-numbers.com/movie/Babam-(Turkey)
2017,October 6th,A*sholes,Romantic Comedy,,n/a,,,,,,,74,Actors Making Their Directorial Debut,Contemporary Fiction,https://www.the-numbers.com/movie/A-sholes
2017,October 5th,Demons,Horror,,2900.00,,,,1202.00,2,1.50,105,Psychological Horror,Contemporary Fiction,https://www.the-numbers.com/movie/Demons-(2017)
2017,October 6th,My Little Pony: The Movie,Adventure,39409537.00,21885107.00,61294644.00,6500000.00,,8885899.00,2528,4.40,99,Animal Lead,Kids Fiction,https://www.the-numbers.com/movie/My-Little-Pony-The-Movie-(2017)
2017,October 4th,Zou Bi Hua,Drama,2820000.00,n/a,2820000.00,,,,,,90,,Dramatization,https://www.the-numbers.com/movie/Zou-Bi-Hua-(China)-(2017)
2015,December 31st,Yi Nian Tian Tang,Comedy,12020000.00,n/a,12020000.00,,,,,,102,,Contemporary Fiction,https://www.the-numbers.com/movie/Yi-Nian-Tian-Tang-(China)-(2015)
2015,January 29th,Jane Got a Gun,Western,2257552.00,1513793.00,3771345.00,25000000.00,,835572.00,1210,1.90,98,Development Hell,Historical Fiction,https://www.the-numbers.com/movie/Jane-Got-a-Gun
2017,October 6th,2016 The End,Comedy,8811.00,n/a,8811.00,,,,,,130,,Contemporary Fiction,https://www.the-numbers.com/movie/2016-The-End-(India)
2015,December 31st,DEATH Siam masseur,Horror,290000.00,n/a,290000.00,,,,,,92,,Contemporary Fiction,https://www.the-numbers.com/movie/DEATH-Siam-masseur-(China)
2015,December 30th,Chosun Masoolsa,Drama,3829088.00,n/a,3829088.00,,,,,,,,Historical Fiction,https://www.the-numbers.com/movie/Chosun-Masoolsa
2015,December 25th,Solan og Ludvig: Herfra til FlÃƒÂ¥klypa,Adventure,425059.00,n/a,425059.00,,,,,,78,,Kids Fiction,https://www.the-numbers.com/movie/Solan-og-Ludvig-Herfra-til-Flaklypa-(Norway)-(2015)
2015,December 25th,Toz Bezi,Drama,21254.00,n/a,21254.00,,,,,,99,,Contemporary Fiction,https://www.the-numbers.com/movie/Toz-Bezi-(Turkey)-(2015)
2015,September 16th,Snowden,Drama,13793399.00,21587519.00,35380918.00,50000000.00,,8000058.00,2443,3.80,134,NSA,Dramatization,https://www.the-numbers.com/movie/Snowden
2016,October 21st,Kinmedaru otoko,Comedy,2064078.00,n/a,2064078.00,,,,,,,,,https://www.the-numbers.com/movie/Kinmedaru-otoko-(Japan)-(2016)
2015,December 25th,Sakli,Drama,2831.00,n/a,2831.00,,,,,,102,,Contemporary Fiction,https://www.the-numbers.com/movie/Sakli-(Turkey)-(2015)
2016,October 21st,KaraliÃ…Â³ pamaina,Thriller/Suspense,2072.00,n/a,2072.00,,,,,,100,,Contemporary Fiction,https://www.the-numbers.com/movie/Karaliu-pamaina-(Lithuania)
2016,October 21st,King Cobra,Drama,,74712.00,,,,11624.00,2,2.50,92,Internet,Dramatization,https://www.the-numbers.com/movie/King-Cobra-(2016)
2016,October 21st,El JeremÃƒÂ­as,Comedy,1889679.00,647701.00,2537380.00,,,314109.00,192,2.20,95,Set in Mexico,Contemporary Fiction,https://www.the-numbers.com/movie/Jeremias-El-(Mexico)
2016,June 23rd,In Pursuit of Silence,Documentary,12006.00,29050.00,41056.00,,,5141.00,1,6.00,81,Avant Garde,Factual,https://www.the-numbers.com/movie/In-Pursuit-of-Silence-(UK)
2016,October 21st,It Had to be You,Romantic Comedy,,5302.00,,,,5302.00,2,1.00,95,Romance,Contemporary Fiction,https://www.the-numbers.com/movie/It-Had-to-be-You-(2016)
2016,October 21st,In a Valley of Violence,Western,,53647.00,,,,29343.00,33,1.40,104,Drifter,Historical Fiction,https://www.the-numbers.com/movie/In-a-Valley-of-Violence
2016,October 21st,IÃ¢â‚¬â„¢m Not Ashamed,Drama,,2082980.00,,1500000.00,,927161.00,505,2.50,112,1990s,Dramatization,https://www.the-numbers.com/movie/Im-Not-Ashamed
2016,October 21st,Ã„Â°kimizin Yerine,Drama,4434937.00,n/a,4434937.00,,,,,,126,,Contemporary Fiction,https://www.the-numbers.com/movie/Ikimizin-Yerine-(Turkey)
2016,October 21st,Ã„Â°llet,Drama,1747.00,n/a,1747.00,,,,,,68,,,https://www.the-numbers.com/movie/Illet-(Turkey)-(2016)
2016,October 21st,Gang Shang Kai Hua,,27143.00,n/a,27143.00,,,,,,,,,https://www.the-numbers.com/movie/Gang-Shang-Kai-Hua-(China)-(2016)
2016,October 21st,Nessun Dorma,Thriller/Suspense,303338.00,n/a,303338.00,,,,,,,,Contemporary Fiction,https://www.the-numbers.com/movie/Hung-Sau-Wan-Mei-Seui-(Hong-Kong)
2016,October 21st,EcuaciÃƒÂ³n,Horror,7869.00,n/a,7869.00,,,,,,86,,Contemporary Fiction,https://www.the-numbers.com/movie/Ecuacion-(Argentina)-(2016)
2016,October 21st,Defne'nin Bir Mevsimi,Drama,2570.00,n/a,2570.00,,,,,,91,,,https://www.the-numbers.com/movie/Defnenin-Bir-Mevsimi-(Turkey)
2016,October 21st,Courier X,Drama,,n/a,,,,,,,134,C.I.A.,Dramatization,https://www.the-numbers.com/movie/Courier-X
2016,October 21st,Desi Munde,Musical,2879.00,n/a,2879.00,,,,,,130,,,https://www.the-numbers.com/movie/Desi-Munde-(India)-(2016)
2016,October 21st,Brice 3,Comedy,14039310.00,n/a,14039310.00,,,,,,93,,Contemporary Fiction,https://www.the-numbers.com/movie/Brice-3-(France)
