year,release_date,title,genre,international_box_office,domestic_box_office,worldwide_box_office,production_budget,,opening_weekend,theatre_count,avg run per theatre,runtime,keywords,creative_type,url
2016,October 21st,Com Um Pouco de FÃƒÂ©,Comedy,2536.00,n/a,2536.00,,,,,,,,Contemporary Fiction,https://www.the-numbers.com/movie/Com-Um-Pouco-de-Fe-(Portugal)
2016,October 21st,Branagh Theatre Live: The Entertainer 2016,Concert/Performance,861451.00,n/a,861451.00,,,,,,,,Historical Fiction,https://www.the-numbers.com/movie/Branagh-Theatre-Live-The-Entertainer-2016-(Theatre)-(UK)
2016,October 21st,Before the Flood,Documentary,2825.00,n/a,2825.00,,,,,,96,Environment,Factual,https://www.the-numbers.com/movie/Before-the-Flood
2016,October 21st,5 A.M. Cinco ante los miedos,Horror,20256.00,n/a,20256.00,,,,,,72,,,https://www.the-numbers.com/movie/5-A-M-Cinco-ante-los-miedos-(Argentina)-(2016)
2016,October 21st,Boys in the Trees,Drama,19240.00,n/a,19240.00,,,,,,112,,Contemporary Fiction,https://www.the-numbers.com/movie/Boys-in-the-Trees-(Australia)
2016,October 21st,ApnÃƒÂ©e,Comedy,91515.00,n/a,91515.00,,,,,,89,,Contemporary Fiction,https://www.the-numbers.com/movie/Apnee-(France)-(2016)
2016,October 21st,Burg Schreckenstein,Adventure,780412.00,n/a,780412.00,,,,,,92,,,https://www.the-numbers.com/movie/Burg-Schreckenstein-(Germany)-(2016)
2018,September 28th,El Reino,Thriller/Suspense,4210693.00,n/a,4210693.00,,,,,,122,,Contemporary Fiction,https://www.the-numbers.com/movie/Reino-El-(Spain)
2016,October 21st,Autumn Lights,Drama,,n/a,,,,,,,98,Set in Iceland,Contemporary Fiction,https://www.the-numbers.com/movie/Autumn-Lights
2018,May 3rd,Redcon-1,Thriller/Suspense,208619.00,n/a,208619.00,,,,,,115,Epidemic,Science Fiction,https://www.the-numbers.com/movie/Redcon-1-(UK)(2018)
2018,September 28th,The Samuel Project,Drama,,11087.00,,,,11087.00,2,1.00,92,Social Outcast,Contemporary Fiction,https://www.the-numbers.com/movie/Samuel-Project-The-(2018)
2018,September 28th,Queercore: How to Punk a Revolution,Documentary,,n/a,,,,,,,80,Punk Rock,Factual,https://www.the-numbers.com/movie/Queercore-How-to-Punk-a-Revolution-(Germany)
2018,September 28th,Un peuple et son roi,Drama,2474112.00,n/a,2474112.00,,,,,,121,,Historical Fiction,https://www.the-numbers.com/movie/peuple-et-son-roi-Un-(France)-(2018)
2018,September 28th,Pataakha,Drama,13329.00,n/a,13329.00,,,,,,134,,Contemporary Fiction,https://www.the-numbers.com/movie/Pataakha-(India)-(2018)
2018,September 28th,Pivnica,Drama,103496.00,n/a,103496.00,,,,,,114,,Contemporary Fiction,https://www.the-numbers.com/movie/Pivnica-(Slovakia)-(2018)
2018,September 28th,Parahuna,Comedy,137397.00,n/a,137397.00,,,,,,124,,Contemporary Fiction,https://www.the-numbers.com/movie/Parahuna-(India)(2018)
2018,September 28th,Pan Zi Xinh Dong Dui,Comedy,37516290.00,n/a,37516290.00,,,,,,90,,Contemporary Fiction,https://www.the-numbers.com/movie/Pan-Zi-Xinh-Dong-Dui-(China)-(2018)
2018,September 28th,The Old Man and the Gun,Comedy,5678553.00,11277120.00,16955673.00,15800000.00,,142131.00,5,3.90,93,Bank Robbery,Dramatization,https://www.the-numbers.com/movie/Old-Man-and-the-Gun-The-(2018)
2018,June 14th,Nuestro tiempo,Drama,139183.00,14777.00,153960.00,,,3000.00,1,0.30,173,Set in Mexico,Contemporary Fiction,https://www.the-numbers.com/movie/Nuestro-tiempo-(Mexico)-(2018)
2018,September 28th,Oreina,Drama,37314.00,n/a,37314.00,,,,,,85,,Contemporary Fiction,https://www.the-numbers.com/movie/Oreina-(Spain)-(2018)
2018,September 28th,Natsume's Book of Friends The Movie: Tied to the Temporal World,Adventure,23913019.00,n/a,23913019.00,,,,,,104,,,https://www.the-numbers.com/movie/Natsume-s-Book-of-Friends-The-Movie-Tied-to-the-Temporal-World-(Japan)-(2018)
2018,September 28th,Monsters and Men,Drama,10886.00,500101.00,510987.00,,,118697.00,18,1.70,95,Cinema Verite,Contemporary Fiction,https://www.the-numbers.com/movie/Monsters-and-Men-(2018)
2018,September 28th,La noche de 12 aÃƒÂ±os,Drama,766842.00,n/a,766842.00,,,,,,122,,Dramatization,https://www.the-numbers.com/movie/noche-de-12-anos-La-(Uruguay)-(2018)
2018,September 28th,The Meeting,Drama,5605.00,n/a,5605.00,,,,,,96,,Contemporary Fiction,https://www.the-numbers.com/movie/Meeting-The-(Ireland)-(2018)
2018,September 28th,Libre,Documentary,160655.00,n/a,160655.00,,,,,,100,,Factual,https://www.the-numbers.com/movie/Libre-(France)-(2018)
2018,September 28th,Kler,Drama,29913342.00,n/a,29913342.00,,,,,,133,,Dramatization,https://www.the-numbers.com/movie/Kler-(Poland)-(2018)
2018,September 28th,Little Women,Drama,83480.00,1379497.00,1462977.00,,,705063.00,643,1.90,112,Modern Adaptation,Historical Fiction,https://www.the-numbers.com/movie/Little-Women-(2018)
2018,September 28th,Maggie Black,Drama,,n/a,,,,,,,87,Hallucinations,Contemporary Fiction,https://www.the-numbers.com/movie/Maggie-Black-(2018)
2018,September 28th,Instrucciones para flotar un muerto,Drama,456.00,n/a,456.00,,,,,,75,,Contemporary Fiction,https://www.the-numbers.com/movie/Instrucciones-para-flotar-un-muerto-(Argentina)-(2018)
2018,September 28th,KvÃ„â€”pavimas Ã„Â¯ marmurÃ„â€¦,Drama,8121.00,n/a,8121.00,,,,,,97,,Contemporary Fiction,https://www.the-numbers.com/movie/Kvepavimas-i-marmura-(Lithuania)-(2018)
2017,October 4th,Charged: The Eduardo Garcia Story,Documentary,,n/a,,,,,,,86,Disability,Factual,https://www.the-numbers.com/movie/Charged-The-Eduardo-Garcia-Story
2017,October 3rd,Ribbon,Drama,56227.00,n/a,56227.00,,,,,,106,,Contemporary Fiction,https://www.the-numbers.com/movie/Ribbon-(India)
2017,October 3rd,Demon Hole,Black Comedy,,n/a,,,,,,,81,Native Americans,Contemporary Fiction,https://www.the-numbers.com/movie/Demon-Hole
2017,October 4th,Walking Out,Thriller/Suspense,60127.00,102394.00,162521.00,,,5462.00,2,3.30,96,"Country Mouse, City Mouse",Contemporary Fiction,https://www.the-numbers.com/movie/Walking-Out-(2017)
2017,October 2nd,Life After Flash,Documentary,,n/a,,,,,,,94,Direct-to-Video,Factual,https://www.the-numbers.com/movie/Life-After-Flash-(UK)-(2019)
2017,October 1st,Howard Lovecraft & the Undersea Kingdom,Adventure,5534.00,n/a,5534.00,,,,,,89,,Kids Fiction,https://www.the-numbers.com/movie/Howard-Lovecraft-and-the-Undersea-Kingdom-(2017-Canada)
2017,September 18th,The Outlaws,Action,52097753.00,n/a,52097753.00,,,,,,121,,Contemporary Fiction,https://www.the-numbers.com/movie/Outlaws-The-(S-Korea)
2017,October 1st,Alex:the floating planet,Adventure,7330000.00,n/a,7330000.00,,,,,,94,,Contemporary Fiction,https://www.the-numbers.com/movie/Alex-the-floating-planet-(China)
2017,October 3rd,Mully,Documentary,,n/a,,,,,,,100,Biography,Factual,https://www.the-numbers.com/movie/Mully
2017,October 1st,Gang Tie Fei Long Zhi Zai Jian Ao Te Man,Action,6120728.00,n/a,6120728.00,,,,,,88,,Science Fiction,https://www.the-numbers.com/movie/Gang-Tie-Fei-Long-Zhi-Zai-Jian-Ao-Te-Man-(China)
2017,September 29th,ZahradnictvÃƒÂ­: DezertÃƒÂ©r,Comedy,320325.00,n/a,320325.00,,,,,,115,,Contemporary Fiction,https://www.the-numbers.com/movie/Zahradnictvi-Dezerter-(CZ)-(2017)
2017,April 13th,Zama,Action,431797.00,200181.00,631978.00,,,26123.00,3,4.00,115,1700s,Historical Fiction,https://www.the-numbers.com/movie/Zama-(Argentina)-(2017)
2017,September 29th,Tawai: A Voice from the Forest,Documentary,102909.00,n/a,102909.00,,,,,,101,,Factual,https://www.the-numbers.com/movie/Tawai-A-Voice-from-the-Forest-(UK)
2017,September 29th,Til Death Do Us Part,Thriller/Suspense,,3424454.00,,,,1527289.00,562,2.80,101,Psychological Thriller,Contemporary Fiction,https://www.the-numbers.com/movie/Til-Death-Do-Us-Part-(2017)
2017,September 29th,Take Every Wave: The Life of Laird Hamilton,Documentary,16247.00,176160.00,192407.00,,,12636.00,1,2.70,117,Biography,Factual,https://www.the-numbers.com/movie/Take-Every-Wave-The-Life-of-Laird-Hamilton
2017,September 29th,Super Dark Times,Thriller/Suspense,,33109.00,,,,19328.00,21,1.60,100,Accidental Death,Contemporary Fiction,https://www.the-numbers.com/movie/Super-Dark-Times
2017,September 29th,Stopping Traffic,Documentary,,n/a,,,,,,,79,Sex Crimes,Factual,https://www.the-numbers.com/movie/Stopping-Traffic-(Documentary)
2017,September 29th,The Sound,Thriller/Suspense,467.00,n/a,467.00,,,,,,92,Skeptic,Contemporary Fiction,https://www.the-numbers.com/movie/Sound-The-(Canada)
2017,September 29th,Tam Cam: Chuyen Chua Ke,Adventure,,n/a,,,,,,,116,Dysfunctional Family,Fantasy,https://www.the-numbers.com/movie/Tam-Cam-Chuyen-Chua-Ke-(Vietnam)
2017,September 29th,Signature Move,Romantic Comedy,,n/a,,,,,,,80,Muslims,Contemporary Fiction,https://www.the-numbers.com/movie/Signature-Move
2015,December 25th,Palmeras en la nieve,Drama,18428243.00,n/a,18428243.00,,,,,,163,,Historical Fiction,https://www.the-numbers.com/movie/Palmeras-en-la-nieve-(Spain)
2015,December 25th,"Pettersson und Findus - Kleiner QuÃƒÂ¤lgeist, groÃƒÅ¸e Freundschaft",Adventure,156279.00,n/a,156279.00,,,,,,86,,Kids Fiction,https://www.the-numbers.com/movie/Pettersson-und-Findus-Kleiner-Qualgeist-groBe-Freundschaft
2015,December 25th,Le nouveau,Comedy,2501225.00,n/a,2501225.00,,,,,,81,,Contemporary Fiction,https://www.the-numbers.com/movie/nouveau-Le-(France)-(2015)
2015,December 25th,Mavis!,Documentary,44163.00,n/a,44163.00,,,,,,,,Factual,https://www.the-numbers.com/movie/Mavis
2017,August 31st,Ji zhi zhui ji: Long Feng Jie,Drama,2669935.00,n/a,2669935.00,,,,,,95,Security Guard,Contemporary Fiction,https://www.the-numbers.com/movie/Ji-zhi-zhui-ji-Long-Feng-Jie-(China)
2015,December 25th,Le Grand Partage,Comedy,7481752.00,n/a,7481752.00,,,,,,102,,Contemporary Fiction,https://www.the-numbers.com/movie/Grand-Partage-Le-(France)
2015,December 25th,The Hateful Eight,Western,98249368.00,54117416.00,152366784.00,62000000.00,,4610676.00,100,3.80,167,Bounty Hunter,Historical Fiction,https://www.the-numbers.com/movie/Hateful-Eight-The
2015,December 25th,Delibal,Drama,6457519.00,n/a,6457519.00,,,,,,,,Contemporary Fiction,https://www.the-numbers.com/movie/Delibal
2015,December 25th,Kar korsanlari,Drama,3767.00,n/a,3767.00,,,,,,90,,Historical Fiction,https://www.the-numbers.com/movie/Kar-korsanlari-(Turkey)-(2015)
2015,December 25th,Doctor Who: The Husbands of River Song,Adventure,28418.00,n/a,28418.00,,,,,,56,,,https://www.the-numbers.com/movie/Doctor-Who-The-Husbands-of-River-Song-(UK)-(2015)
2015,December 25th,Asphalte,Drama,887938.00,n/a,887938.00,,,,,,100,,Contemporary Fiction,https://www.the-numbers.com/movie/Asphalte-(France)-(2015)
2015,December 25th,Olentzero eta Amilaren sekretua,Adventure,16555.00,n/a,16555.00,,,,,,,,Kids Fiction,https://www.the-numbers.com/movie/Olentzero-eta-Amilaren-sekretua-(Argentina)-(2015)
2015,December 25th,Alles unter Kontrolle,Documentary,120340.00,n/a,120340.00,,,,,,93,,Factual,https://www.the-numbers.com/movie/Alles-unter-Kontrolle
2015,December 25th,Ana Yurdu,Drama,14854.00,n/a,14854.00,,,,,,93,,Contemporary Fiction,https://www.the-numbers.com/movie/Ana-Yurdu-(Turkey)-(2015)
2015,December 25th,DaddyÃ¢â‚¬â„¢s Home,Comedy,91147852.00,150357137.00,241504989.00,50000000.00,,38740203.00,3271,6.10,96,Step-Family,Contemporary Fiction,https://www.the-numbers.com/movie/Daddys-Home-(2015)
2015,December 24th,"The Old Man, Child and Foreigner",,520000.00,n/a,520000.00,,,,,,,,,https://www.the-numbers.com/movie/The-Old-Man-Child-and-Foreigner-(China)-(2015)
2015,December 24th,Pasanga 2,Drama,57477.00,n/a,57477.00,,,,,,,,Contemporary Fiction,https://www.the-numbers.com/movie/Pasanga-2
2015,January 22nd,Yip Man 3,Action,154621517.00,2679437.00,157300954.00,36000000.00,,784839.00,103,3.80,105,Martial Arts,Historical Fiction,https://www.the-numbers.com/movie/Yip-Man-3-(Hong-Kong)-(2015)
2015,December 24th,Samyy luchshiy den!,Comedy,10828870.00,n/a,10828870.00,,,,,,112,,Contemporary Fiction,https://www.the-numbers.com/movie/Samyy-luchshiy-den
2015,December 24th,PadesÃƒÂ¡tka,Comedy,2584406.00,n/a,2584406.00,,,,,,,,Contemporary Fiction,https://www.the-numbers.com/movie/Padesatka
2015,December 25th,Concussion,Drama,15831958.00,34531832.00,50363790.00,35000000.00,,10513749.00,2841,3.40,121,Medical and Hospitals,Dramatization,https://www.the-numbers.com/movie/Concussion-(2015)
2015,December 25th,Joy,Drama,44682827.00,56451232.00,101134059.00,60000000.00,,17015168.00,2896,4.20,124,Entrepreneur,Dramatization,https://www.the-numbers.com/movie/Joy
2015,December 24th,Ich bin dann mal weg,Comedy,16670205.00,n/a,16670205.00,,,,,,92,,Contemporary Fiction,https://www.the-numbers.com/movie/Ich-bin-dann-mal-weg
2016,October 20th,Piuma,Comedy,339958.00,n/a,339958.00,,,,,,,,Contemporary Fiction,https://www.the-numbers.com/movie/Piuma-(Italy)
2016,October 21st,31st October,Drama,6940.00,n/a,6940.00,,,,,,109,,,https://www.the-numbers.com/movie/31st-October-(India)-(2016)
2016,October 20th,Ledokol,Action,5653689.00,n/a,5653689.00,,,,,,120,,Contemporary Fiction,https://www.the-numbers.com/movie/Ledokol-(Russia)-(2016)
2016,October 21st,Ouija: Origin of Evil,Horror,46687361.00,35144505.00,81831866.00,9000000.00,,14065500.00,3167,3.40,99,Supernatural,Historical Fiction,https://www.the-numbers.com/movie/Ouija-Origin-of-Evil
2016,October 21st,Keeping Up with the Joneses,Comedy,13900000.00,14904426.00,28804426.00,40000000.00,,5461475.00,3022,2.70,101,Neighbors from Hell,Contemporary Fiction,https://www.the-numbers.com/movie/Keeping-Up-with-the-Joneses
2015,December 24th,Fen shou zai shuo wo ai ni,Drama,4480590.00,n/a,4480590.00,,,,,,108,,Contemporary Fiction,https://www.the-numbers.com/movie/Fen-shou-zai-shuo-wo-ai-ni-(China)
2016,October 21st,Jack Reacher: Never Go Back,Action,101249413.00,58697076.00,159946489.00,60000000.00,,22872490.00,3780,4.20,118,Falsely Accused,Contemporary Fiction,https://www.the-numbers.com/movie/Jack-Reacher-Never-Go-Back
2016,October 21st,American Pastoral,Drama,1348077.00,544098.00,1892175.00,,,149038.00,50,3.80,108,1960s,Historical Fiction,https://www.the-numbers.com/movie/American-Pastoral
2016,October 19th,Michael Moore in TrumpLand,Concert/Performance,,149090.00,,,,50200.00,2,1.00,73,Political,Factual,https://www.the-numbers.com/movie/Michael-Moore-in-TrumpLand
2016,June 2nd,"I, Daniel Blake",Drama,15626833.00,260354.00,15887187.00,,,,,,100,Poverty,Contemporary Fiction,https://www.the-numbers.com/movie/I-Daniel-Blake-(UK)
2016,October 20th,Heartfall Arises,Drama,16788620.00,n/a,16788620.00,,,,,,106,3-D,Contemporary Fiction,https://www.the-numbers.com/movie/Heartfall-Arises-(Hong-Kong)
2016,October 20th,Hannah: BuddhismÃ¢â‚¬â„¢s Untold Journey,Documentary,19130.00,n/a,19130.00,,,,,,90,Buddhism,Factual,https://www.the-numbers.com/movie/Hannah-Buddhisms-Untold-Journey
2016,October 18th,Jacqueline Argentine,Comedy,,n/a,,,,,,,87,Mockumentary,Contemporary Fiction,https://www.the-numbers.com/movie/Jacqueline-Argentine
2016,October 19th,I Babysitter,Comedy,1512879.00,n/a,1512879.00,,,,,,84,,Contemporary Fiction,https://www.the-numbers.com/movie/I-Babysitter-(Italy)
2016,October 17th,CorazÃƒÂ³n Muerto,Horror,,n/a,,,,,,,84,,Contemporary Fiction,https://www.the-numbers.com/movie/Corazon-Muerto-(Argentina)-(2016)
2016,October 16th,Granada y al ParaÃƒÂ­so,,142.00,n/a,142.00,,,,,,102,,Contemporary Fiction,https://www.the-numbers.com/movie/Granada-y-al-Paraiso-(Argentina)-(2016)
2016,October 14th,Zunyi Conference,Drama,329103.00,n/a,329103.00,,,,,,94,,,https://www.the-numbers.com/movie/Zunyi-Conference-(China)-(2016)
2016,October 14th,When Love Happens Again,Drama,,n/a,,,,,,,100,Nollywood,Contemporary Fiction,https://www.the-numbers.com/movie/When-Love-Happens-Again
2016,October 16th,Mi America,Drama,,3330.00,,2100000.00,,3330.00,1,1.00,126,Hate Crime,Contemporary Fiction,https://www.the-numbers.com/movie/Mi-America-(2016)
2016,October 14th,Yolsuzlar Ãƒâ€¡etesi,Comedy,41774.00,n/a,41774.00,,,,,,107,,Contemporary Fiction,https://www.the-numbers.com/movie/Yolsuzlar-Cetesi-(Turkey)-(2016)
2016,October 14th,VerrÃƒÂ¼ckt nach Fixi,Comedy,499877.00,n/a,499877.00,,,,,,95,,Contemporary Fiction,https://www.the-numbers.com/movie/Verruckt-nach-Fixi-(Germany)-(2016)
2016,October 14th,The Warriors,Action,4754904.00,n/a,4754904.00,,,,,,102,,Historical Fiction,https://www.the-numbers.com/movie/Warriors-The-(China)
2016,October 14th,VivirÃƒÂ© con tu recuerdo,,969.00,n/a,969.00,,,,,,62,,Factual,https://www.the-numbers.com/movie/Vivire-con-tu-recuerdo-(Argentina)-(2016)
2016,October 14th,Tutak Tutak Tutiya,,8498.00,n/a,8498.00,,,,,,138,,,https://www.the-numbers.com/movie/Tutak-Tutak-Tutiya-(India)-(2016)
2016,October 14th,Ustav Republike Hrvatske,Comedy,13037.00,n/a,13037.00,,,,,,93,,Contemporary Fiction,https://www.the-numbers.com/movie/Ustav-Republike-Hrvatske-(Croatia)
2016,October 14th,Unless,Drama,1524.00,19120.00,20644.00,,,2175.00,2,2.00,93,Homeless,Contemporary Fiction,https://www.the-numbers.com/movie/Unless
2018,September 28th,Hold the Dark,Thriller/Suspense,,n/a,,,,,,,125,Set in Alaska,Contemporary Fiction,https://www.the-numbers.com/movie/Hold-the-Dark
2018,September 28th,Globe Theatre: The Winter's Tale,Concert/Performance,156959.00,n/a,156959.00,,,,,,,,Historical Fiction,https://www.the-numbers.com/movie/Globe-Theatre-The-Winters-Tale-(UK)(2018)
2018,September 28th,Halef,Drama,1338.00,n/a,1338.00,,,,,,104,,Contemporary Fiction,https://www.the-numbers.com/movie/Halef-(Turkey)-(2018)
2018,September 28th,I Feel Good,Comedy,4008571.00,n/a,4008571.00,,,,,,103,,Contemporary Fiction,https://www.the-numbers.com/movie/I-Feel-Good-(France)-(2018)
2018,September 28th,Free Solo,Documentary,11070000.00,17541090.00,28611090.00,,,294288.00,4,8.50,100,Extreme Sports,Factual,https://www.the-numbers.com/movie/Free-Solo-(Documentary)-(2018)
2018,September 28th,First Light,Thriller/Suspense,23046.00,n/a,23046.00,,,,,,91,High School,Science Fiction,https://www.the-numbers.com/movie/First-Light-(Canada)-(2018)
2018,September 28th,Fireman Sam: Ready for Action!,Adventure,553887.00,n/a,553887.00,,,,,,62,,Kids Fiction,https://www.the-numbers.com/movie/Fireman-Sam-Ready-for-Action-(UK)-(2018)
2018,September 28th,Fade Away Pastoral,,1307365.00,n/a,1307365.00,,,,,,,,,https://www.the-numbers.com/movie/Fade-Away-Pastoral-(China)-(2018)
2018,September 28th,Extremity,Horror,,n/a,,,,,,,,The Past Catching up with You,,https://www.the-numbers.com/movie/Extremity-(Canada)
2018,September 28th,Family Games,Drama,666.00,n/a,666.00,,,,,,72,,Contemporary Fiction,https://www.the-numbers.com/movie/Family-Games-(2017)
2018,September 28th,Elvy's Wereld: So Ibiza!,Adventure,962817.00,n/a,962817.00,,,,,,80,,Contemporary Fiction,https://www.the-numbers.com/movie/Elvys-Wereld-So-Ibiza-(Netherlands)-(2018)
2018,September 28th,Enterrados,Drama,180.00,n/a,180.00,,,,,,102,,Contemporary Fiction,https://www.the-numbers.com/movie/Enterrados-(Spain)-(2018)
2018,September 28th,Domestik,Drama,5875.00,n/a,5875.00,,,,,,116,,Contemporary Fiction,https://www.the-numbers.com/movie/Domestik-(Czech-Republic)
2018,September 28th,DTC Yukemuri Junjo hen,Comedy,652537.00,n/a,652537.00,,,,,,102,,Contemporary Fiction,https://www.the-numbers.com/movie/DTC-Yukemuri-Junjo-hen-(Japan)-(2018)
2018,September 28th,GÃƒÂ¶ktaÃ…Å¸Ã„Â±,Comedy,679287.00,n/a,679287.00,,,,,,103,,Contemporary Fiction,https://www.the-numbers.com/movie/Goktasi-(Turkey)-(2018)
2018,September 28th,Domain,Thriller/Suspense,,n/a,,,,,,,97,Isolation Horror,Science Fiction,https://www.the-numbers.com/movie/Domain-(2018)
2018,September 28th,Diez Menos,Comedy,574.00,n/a,574.00,,,,,,84,,Contemporary Fiction,https://www.the-numbers.com/movie/Diez-Menos-(Argentina)-(2018)
2018,September 28th,Devadas,Drama,98157.00,n/a,98157.00,,,,,,140,,Contemporary Fiction,https://www.the-numbers.com/movie/Devadas-(India)-(2018)
2018,September 28th,Cruise,Drama,,n/a,,,,,,,,1980s,Historical Fiction,https://www.the-numbers.com/movie/Cruise
2018,September 28th,Chekka Chivantha Vaanam,Drama,360015.00,n/a,360015.00,,,,,,146,,Contemporary Fiction,https://www.the-numbers.com/movie/Chekka-Chivantha-Vaanam-(India)(2018)
2018,September 28th,Chiri tsubaki,Drama,5410153.00,n/a,5410153.00,,,,,,111,,Contemporary Fiction,https://www.the-numbers.com/movie/Chiri-tsubaki-(Japan)-(2018)
2018,September 6th,Ballon,Thriller/Suspense,9753262.00,34222.00,9787484.00,,,,,,125,,Contemporary Fiction,https://www.the-numbers.com/movie/Ballon-(Germany)-(2018)
